customerNumber,description,amount,tag
7087162714,Lush,-22.03,Healthcare
7087162714,Burtons,-19.67,Clothing
7087162714,Shelter,-0.01,Savings
7087162714,Payment received thank you,-16.11,Credit Repayment
7087162714,Dorothy Perkins,-41.76,Clothing
7087162714,Payment received thank you,193.53,Credit Repayment
7087162714,Payment received thank you,16.11,Credit Repayment
7087162714,Payment received thank you,-193.53,Credit Repayment
7087162714,Shelter,-0.86,Charity
7087162714,Brenda Ward,2.2,-
7087162714,River Island,-33.14,Clothing
7087162714,Subway,-12.48,Food
7087162714,Bodyshop,-19.14,Healthcare
7087162714,Barclaycard,-13.82,Debt
7087162714,River Island,-22.24,Clothing
7087162714,Rent,-846,Housing
7087162714,Hitachi Personal Finance,-7.22,Debt
7087162714,Brenda Ward,2.24,-
7087162714,Supercuts,-26.27,Healthcare
7087162714,Shelter,-10.62,Charity
7087162714,Oxfam,-7.03,Charity
7087162714,Denise Patterson,5.36,-
7087162714,Barclaycard,-8.91,Debt
7087162714,Hitachi Personal Finance,-2.96,Debt
7087162714,Denise Patterson,0.05,-
7087162714,Alan Scott,1.09,-
7087162714,Wonga,-3.3,Debt
7087162714,Groupon,-0.01,Entertainment
7087162714,Arriva Wales,-5.36,Transport
7087162714,Arriva Wales,-3.89,Transport
7087162714,River Island,-23.07,Clothing
7087162714,Burtons,-23.17,Clothing
7087162714,Denise Patterson,2.27,-
7087162714,Subway,-25.98,Food
7087162714,Lori Alexander,0.33,-
7087162714,Thames Water,-11.19,Water
7087162714,Spotify,-25.47,Entertainment
7087162714,National Express,-1.22,Transport
7087162714,Cancer Research,-4.01,Charity
7087162714,Shelter,-2.54,Charity
7087162714,American Express,-8.48,Debt
7087162714,Bodyshop,-13.78,Healthcare
7087162714,Wonga,-8.01,Debt
7087162714,Payment received thank you,-201.72,Credit Repayment
7087162714,Payment received thank you,201.72,Credit Repayment
7087162714,Groupon,-12.28,Entertainment
7087162714,Spotify,-21.25,Entertainment
7087162714,Payment received thank you,-71.3,Credit Repayment
7087162714,Payment received thank you,71.3,Credit Repayment
7087162714,American Express,-0.01,Debt
7087162714,Arriva Wales,-6.6,Transport
7087162714,McColls,-21.42,Food
7087162714,Hitachi Personal Finance,-6.22,Debt
7087162714,Salary BACS Payment,1800,Salary
7087162714,Brenda Ward,4.67,-
7087162714,Shelter,-0.84,Charity
7087162714,Save the Children,-15.37,Savings
7087162714,River Island,-41.54,Clothing
7087162714,Burtons,-35,Clothing
7087162714,Save the Children,-7.4,Charity
7087162714,Cancer Research,-8.05,Savings
7087162714,Subway,-14.16,Food
7087162714,Payment received thank you,-135.27,Credit Repayment
7087162714,Payment received thank you,135.27,Credit Repayment
7087162714,Alan Scott,0.03,-
7087162714,WWF,-5.46,Charity
7087162714,Odeon Cinemas,-19.57,Entertainment
7087162714,Payment received thank you,267.99,Credit Repayment
7087162714,Wonga,-0.27,Debt
7087162714,WWF,-10.2,Savings
7087162714,Spotify,-3.09,Entertainment
7087162714,Payment received thank you,-267.99,Credit Repayment
7087162714,WWF,-6.37,Savings
7087162714,Interest,9.34,-
7087162714,WWF,-0.01,Savings
7087162714,Sky Digital,-3.77,Entertainment
7087162714,British Gas,-22.2,Gas
7087162714,Odeon Cinemas,-8.6,Entertainment
7087162714,Payment received thank you,-34.71,Credit Repayment
7087162714,Cancer Research,-1.21,Savings
7087162714,Superdrug,-1.29,Healthcare
7087162714,Brenda Ward,1.34,-
7087162714,Payment received thank you,34.71,Credit Repayment
7087162714,Superdrug,-29.48,Healthcare
7087162714,American Express,-4.05,Debt
7087162714,American Express,-0.01,Debt
7087162714,Save the Children,-7,Savings
7087162714,River Island,-39.27,Clothing
7087162714,Oxfam,-0.01,Charity
7087162714,Supercuts,-8.28,Healthcare
7087162714,Rent,-846,Housing
7087162714,American Express,-7.2,Debt
7087162714,Lush,-17.72,Healthcare
7087162714,Lori Alexander,1.62,-
7087162714,Odeon Cinemas,-0.01,Entertainment
7087162714,Subway,-23.13,Food
7087162714,MegaBus,-2.09,Transport
7087162714,Nicole Bailey,8.78,-
7087162714,Denise Patterson,4.08,-
7087162714,Nicole Bailey,9.77,-
7087162714,Lidl,-8.86,Food
7087162714,Shelter,-0.01,Charity
7087162714,Interest,0.68,-
7087162714,Alan Scott,0.14,-
7087162714,Spotify,-27.42,Entertainment
7087162714,Bodyshop,-18.01,Healthcare
7087162714,MegaBus,-3.77,Transport
7087162714,Interest,0.28,-
7087162714,Shelter,-8.76,Savings
7087162714,McColls,-7.81,Food
7087162714,Spotify,-12.36,Entertainment
7087162714,Hitachi Personal Finance,-8.45,Debt
7087162714,Spotify,-11.04,Entertainment
7087162714,National Express,-3.52,Transport
7087162714,MegaBus,-13.79,Transport
7087162714,Oxfam,-0.35,Charity
7087162714,Superdrug,-19.53,Healthcare
7087162714,Burtons,-33.48,Clothing
7087162714,Lidl,-24.31,Food
7087162714,Thames Water,-11.19,Water
7087162714,Interest,1.1,-
7087162714,Odeon Cinemas,-17.81,Entertainment
7087162714,National Express,-5.11,Transport
7087162714,Odeon Cinemas,-5.2,Entertainment
7087162714,Salary BACS Payment,1800,Salary
7087162714,Wonga,-17.22,Debt
7087162714,Groupon,-24.17,Entertainment
7087162714,Payment received thank you,329.94,Credit Repayment
7087162714,MegaBus,-4.76,Transport
7087162714,Payment received thank you,-329.94,Credit Repayment
7087162714,Lush,-21.55,Healthcare
7087162714,Dorothy Perkins,-31.9,Clothing
7087162714,Dorothy Perkins,-56.06,Clothing
7087162714,Odeon Cinemas,-21.99,Entertainment
7087162714,Burtons,-17.23,Clothing
7087162714,Wonga,-1.98,Debt
7087162714,Wonga,-9.85,Debt
7087162714,Cancer Research,-10.62,Savings
7087162714,Shelter,-5.89,Charity
7087162714,National Express,-0.01,Transport
7087162714,WWF,-9.52,Savings
7087162714,Denise Patterson,1.35,-
7087162714,British Gas,-22.2,Gas
7087162714,Sky Digital,-3.77,Entertainment
7087162714,Payment received thank you,326.32,Credit Repayment
7087162714,Odeon Cinemas,-0.01,Entertainment
7087162714,Interest,9.48,-
7087162714,Shelter,-3.32,Savings
7087162714,Barclaycard,-5.08,Debt
7087162714,Payment received thank you,-326.32,Credit Repayment
7087162714,Groupon,-6.55,Entertainment
7087162714,Denise Patterson,3.1,-
7087162714,Save the Children,-9.08,Charity
7087162714,National Express,-2.59,Transport
7087162714,Alan Scott,2.22,-
7087162714,Cancer Research,-11.57,Savings
7087162714,Burtons,-44.66,Clothing
7087162714,Brenda Ward,0.21,-
7087162714,Alan Scott,3.6,-
7087162714,Rent,-846,Housing
7087162714,Groupon,-23.25,Entertainment
7087162714,Denise Patterson,15.36,-
7087162714,Wonga,-2.05,Debt
7087162714,McColls,-25.11,Food
7087162714,Superdrug,-34.06,Healthcare
7087162714,Bodyshop,-0.01,Healthcare
7087162714,Alan Scott,12.55,-
7087162714,Shelter,-0.01,Savings
7087162714,Groupon,-10.25,Entertainment
7087162714,Superdrug,-11.73,Healthcare
7087162714,Lush,-12.19,Healthcare
7087162714,National Express,-10.9,Transport
7087162714,Burtons,-32.39,Clothing
7087162714,Wonga,-3.88,Debt
7087162714,Interest,5.71,-
7087162714,McColls,-23.22,Food
7087162714,Cancer Research,-9.02,Charity
7087162714,Alan Scott,3.57,-
7087162714,Alan Scott,19.75,-
7087162714,Superdrug,-20.87,Healthcare
7087162714,Thames Water,-11.19,Water
7087162714,Groupon,-21.1,Entertainment
7087162714,WWF,-0.01,Savings
7087162714,WWF,-3.73,Savings
7087162714,Burtons,-30.6,Clothing
7087162714,Lori Alexander,1.21,-
7087162714,Lidl,-0.01,Food
7087162714,Oxfam,-5.97,Savings
7087162714,Salary BACS Payment,1800,Salary
7087162714,River Island,-12.16,Clothing
7087162714,Subway,-14.09,Food
7087162714,Payment received thank you,-53.77,Credit Repayment
7087162714,Interest,1.92,-
7087162714,WWF,-9.3,Savings
7087162714,Odeon Cinemas,-9.34,Entertainment
7087162714,River Island,-24.48,Clothing
7087162714,National Express,-8.4,Transport
7087162714,Cancer Research,-0.01,Savings
7087162714,Payment received thank you,53.77,Credit Repayment
7087162714,American Express,-5.95,Debt
7087162714,Payment received thank you,-76.88,Credit Repayment
7087162714,Hitachi Personal Finance,-3.24,Debt
7087162714,National Express,-4.35,Transport
7087162714,Lori Alexander,0.58,-
7087162714,WWF,-0.01,Savings
7087162714,MegaBus,-1.48,Transport
7087162714,Payment received thank you,76.88,Credit Repayment
7087162714,RSPCA,-8.17,Savings
7087162714,MegaBus,-8.03,Transport
7087162714,Arriva Wales,-0.01,Transport
7087162714,Payment received thank you,-36.69,Credit Repayment
7087162714,Arriva Wales,-3.74,Transport
7087162714,Payment received thank you,36.69,Credit Repayment
7087162714,Subway,-29.96,Food
7087162714,Subway,-22.15,Food
7087162714,MegaBus,-4.27,Transport
7087162714,Denise Patterson,1.8,-
7087162714,Alan Scott,9.62,-
7087162714,Superdrug,-19.66,Healthcare
7087162714,Spotify,-4.03,Entertainment
7087162714,Supercuts,-8.74,Healthcare
7087162714,Superdrug,-1.13,Healthcare
7087162714,Lidl,-11.73,Food
7087162714,Payment received thank you,-280.69,Credit Repayment
7087162714,Payment received thank you,280.69,Credit Repayment
7087162714,McColls,-20.51,Food
7087162714,British Gas,-22.2,Gas
7087162714,RSPCA,-9.43,Charity
7087162714,Payment received thank you,-38.27,Credit Repayment
7087162714,Sky Digital,-3.77,Entertainment
7087162714,Lush,-26.49,Healthcare
7087162714,MegaBus,-1.63,Transport
7087162714,Payment received thank you,38.27,Credit Repayment
7087162714,Wonga,-3.15,Debt
7087162714,Payment received thank you,0.82,Credit Repayment
7087162714,Payment received thank you,-0.82,Credit Repayment
7087162714,Subway,-6.65,Food
7087162714,Hitachi Personal Finance,-12.04,Debt
7087162714,WWF,-7.5,Savings
7087162714,River Island,-20.45,Clothing
7087162714,Arriva Wales,-5.79,Transport
7087162714,Lidl,-24.05,Food
7087162714,Denise Patterson,0.88,-
7087162714,Superdrug,-24.3,Healthcare
7087162714,Rent,-846,Housing
7087162714,Nicole Bailey,7.09,-
7087162714,Burtons,-30.64,Clothing
7087162714,Alan Scott,9.39,-
7087162714,Brenda Ward,8.7,-
7087162714,Superdrug,-26.73,Healthcare
7087162714,RSPCA,-7.16,Savings
7087162714,Interest,3.63,-
7087162714,WWF,-8.42,Savings
7087162714,Shelter,-13.55,Savings
7087162714,Interest,0.75,-
7087162714,Groupon,-7.89,Entertainment
7087162714,Groupon,-7.19,Entertainment
7087162714,Save the Children,-9.14,Savings
7087162714,Nicole Bailey,3.91,-
7087162714,Lush,-0.15,Healthcare
7087162714,Superdrug,-41.19,Healthcare
7087162714,Shelter,-10.57,Savings
7087162714,Thames Water,-11.19,Water
7087162714,Lori Alexander,24.4,-
7087162714,Spotify,-16.06,Entertainment
7087162714,Save the Children,-8.81,Charity
7087162714,Lidl,-27.17,Food
7087162714,Salary BACS Payment,1800,Salary
7087162714,Burtons,-34.81,Clothing
7087162714,Lush,-13.74,Healthcare
7087162714,National Express,-0.01,Transport
7087162714,Denise Patterson,2.21,-
7087162714,Dorothy Perkins,-20.53,Clothing
7087162714,McColls,-13.82,Food
7087162714,Lidl,-14.23,Food
7087162714,Payment received thank you,388.25,Credit Repayment
7087162714,Brenda Ward,2.9,-
7087162714,Payment received thank you,47.12,Credit Repayment
7087162714,National Express,-4.28,Transport
7087162714,Payment received thank you,-388.25,Credit Repayment
7087162714,Payment received thank you,311.39,Credit Repayment
7087162714,Payment received thank you,-311.39,Credit Repayment
7087162714,Payment received thank you,-81.94,Credit Repayment
7087162714,Alan Scott,9.97,-
7087162714,Payment received thank you,-47.12,Credit Repayment
7087162714,Payment received thank you,7.84,Credit Repayment
7087162714,Payment received thank you,-43.81,Credit Repayment
7087162714,Payment received thank you,-7.84,Credit Repayment
7087162714,Arriva Wales,-8.16,Transport
7087162714,Payment received thank you,81.94,Credit Repayment
7087162714,McColls,-23.78,Food
7087162714,Interest,6.1,-
7087162714,American Express,-10.56,Debt
7087162714,Payment received thank you,43.81,Credit Repayment
7087162714,Wonga,-11.43,Debt
7087162714,WWF,-3.76,Savings
7087162714,Groupon,-26.69,Entertainment
7087162714,MegaBus,-0.7,Transport
7087162714,Cancer Research,-13.02,Savings
7087162714,Shelter,-8.91,Savings
7087162714,Burtons,-30.63,Clothing
7087162714,Interest,4.27,-
7087162714,Denise Patterson,6.73,-
7087162714,Oxfam,-0.63,Charity
7087162714,Sky Digital,-3.77,Entertainment
7087162714,British Gas,-22.2,Gas
7087162714,Brenda Ward,8.19,-
7087162714,River Island,-20.98,Clothing
7087162714,Rent,-846,Housing
7087162714,Oxfam,-0.01,Savings
7087162714,National Express,-0.31,Transport
7087162714,Brenda Ward,2.73,-
7087162714,National Express,-0.01,Transport
7087162714,RSPCA,-0.01,Charity
7087162714,Odeon Cinemas,-8.77,Entertainment
7087162714,Brenda Ward,0.93,-
7087162714,McColls,-0.01,Food
7087162714,Arriva Wales,-10.27,Transport
7087162714,Burtons,-42.26,Clothing
7087162714,Lori Alexander,1.6,-
7087162714,River Island,-29.61,Clothing
7087162714,Brenda Ward,0.83,-
7087162714,Thames Water,-11.19,Water
7087162714,Denise Patterson,1.95,-
7087162714,Wonga,-10.07,Debt
7087162714,Cancer Research,-2.72,Charity
7087162714,Nicole Bailey,5.39,-
7087162714,Lori Alexander,5.56,-
7087162714,Oxfam,-6.56,Charity
7087162714,Dorothy Perkins,-33.06,Clothing
7087162714,Salary BACS Payment,1800,Salary
7087162714,River Island,-33.93,Clothing
7087162714,Arriva Wales,-2.27,Transport
7087162714,Cancer Research,-4.67,Savings
7087162714,Hitachi Personal Finance,-9.35,Debt
7087162714,Denise Patterson,19.38,-
7087162714,Payment received thank you,7.29,Credit Repayment
7087162714,Save the Children,-9.47,Charity
7087162714,Sky Digital,-3.77,Entertainment
7087162714,British Gas,-22.2,Gas
7087162714,Payment received thank you,-7.29,Credit Repayment
7087162714,MegaBus,-11.71,Transport
7087162714,Alan Scott,3.35,-
7087162714,MegaBus,-6.04,Transport
7087162714,Subway,-16.51,Food
7087162714,Hitachi Personal Finance,-9.77,Debt
7087162714,Alan Scott,7.1,-
7087162714,Denise Patterson,6.45,-
7087162714,Lush,-7.03,Healthcare
7087162714,Wonga,-8.09,Debt
7087162714,RSPCA,-5.44,Savings
7087162714,Payment received thank you,-44.3,Credit Repayment
7087162714,Payment received thank you,44.3,Credit Repayment
7087162714,Payment received thank you,-275.7,Credit Repayment
7087162714,Payment received thank you,275.7,Credit Repayment
7087162714,National Express,-9.47,Transport
7087162714,Bodyshop,-0.01,Healthcare
7087162714,Save the Children,-9.51,Charity
7087162714,Payment received thank you,1.37,Credit Repayment
7087162714,Subway,-19.05,Food
7087162714,River Island,-20.34,Clothing
7087162714,Oxfam,-7.7,Savings
7087162714,Lori Alexander,0.65,-
7087162714,Payment received thank you,-1.37,Credit Repayment
7087162714,RSPCA,-1.99,Savings
7087162714,Save the Children,-12.04,Charity
7087162714,Rent,-846,Housing
7087162714,Payment received thank you,-57.47,Credit Repayment
7087162714,Interest,3.13,-
7087162714,Payment received thank you,57.47,Credit Repayment
7087162714,Interest,0.67,-
7087162714,Nicole Bailey,0.01,-
7087162714,Supercuts,-16.16,Healthcare
7087162714,Lori Alexander,13.15,-
7087162714,Superdrug,-15.23,Healthcare
7087162714,Nicole Bailey,3.37,-
7087162714,RSPCA,-12.58,Charity
7087162714,Subway,-20.85,Food
7087162714,Alan Scott,0.98,-
7087162714,Brenda Ward,2.97,-
7087162714,Brenda Ward,3.53,-
7087162714,National Express,-3.3,Transport
7087162714,McColls,-18.23,Food
7087162714,Cancer Research,-2.85,Charity
7087162714,Lori Alexander,2.46,-
7087162714,Lori Alexander,0.6,-
7087162714,Groupon,-0.01,Entertainment
7087162714,Odeon Cinemas,-0.64,Entertainment
7087162714,Shelter,-4.64,Savings
7087162714,Dorothy Perkins,-36.27,Clothing
7087162714,Subway,-40.09,Food
7087162714,RSPCA,-4.83,Charity
7087162714,Oxfam,-11.61,Charity
7087162714,Alan Scott,0.25,-
7087162714,Subway,-18.17,Food
7087162714,Thames Water,-11.19,Water
7087162714,Cancer Research,-4.79,Savings
7087162714,Salary BACS Payment,1800,Salary
7087162714,Lush,-11.24,Healthcare
7087162714,Lush,-31.2,Healthcare
7087162714,Shelter,-0.01,Charity
7087162714,McColls,-26.04,Food
7087162714,McColls,-11.04,Food
7087162714,Denise Patterson,4.35,-
7087162714,Payment received thank you,-87.99,Credit Repayment
7087162714,Oxfam,-4.43,Savings
7087162714,Payment received thank you,87.99,Credit Repayment
7087162714,Dorothy Perkins,-25.4,Clothing
7087162714,Payment received thank you,-39.84,Credit Repayment
7087162714,Payment received thank you,39.84,Credit Repayment
7087162714,Save the Children,-0.01,Savings
7087162714,Spotify,-29.07,Entertainment
7087162714,Burtons,-29.36,Clothing
7087162714,Nicole Bailey,2.69,-
7087162714,Lori Alexander,11.96,-
7087162714,Subway,-25.75,Food
7087162714,Lori Alexander,2.77,-
7087162714,WWF,-3.59,Charity
7087162714,Sky Digital,-3.77,Entertainment
7087162714,Hitachi Personal Finance,-0.01,Debt
7087162714,Shelter,-2.8,Charity
7087162714,Shelter,-0.01,Savings
7087162714,MegaBus,-10.88,Transport
7087162714,Nicole Bailey,5.42,-
7087162714,Interest,10.13,-
7087162714,Payment received thank you,-38.09,Credit Repayment
7087162714,Bodyshop,-7.24,Healthcare
7087162714,Payment received thank you,38.09,Credit Repayment
7087162714,Payment received thank you,-66.37,Credit Repayment
7087162714,Payment received thank you,66.37,Credit Repayment
7087162714,Groupon,-23.18,Entertainment
7087162714,Payment received thank you,37.26,Credit Repayment
7087162714,Rent,-846,Housing
7087162714,Superdrug,-21.33,Healthcare
7087162714,Payment received thank you,-37.26,Credit Repayment
7087162714,Oxfam,-5.42,Savings
7087162714,Dorothy Perkins,-40.62,Clothing
7087162714,Payment received thank you,71.9,Credit Repayment
7087162714,Payment received thank you,-71.9,Credit Repayment
7087162714,Groupon,-5.67,Entertainment
7087162714,British Gas,-22.2,Gas
7087162714,Spotify,-3.58,Entertainment
7087162714,Supercuts,-24.16,Healthcare
7087162714,WWF,-7.1,Savings
7087162714,Brenda Ward,8.24,-
7087162714,Brenda Ward,1.57,-
7087162714,Wonga,-9.06,Debt
7087162714,Oxfam,-3.05,Charity
7087162714,Spotify,-0.01,Entertainment
7087162714,Subway,-13.86,Food
7087162714,National Express,-6.92,Transport
7087162714,Brenda Ward,11.67,-
7087162714,McColls,-24.58,Food
7087162714,Supercuts,-7.85,Healthcare
7087162714,Interest,0.28,-
7087162714,Arriva Wales,-7.27,Transport
7087162714,Wonga,-0.01,Debt
7087162714,American Express,-10.75,Debt
7087162714,American Express,-5.25,Debt
7087162714,Denise Patterson,0.32,-
7087162714,Interest,3.99,-
7087162714,Salary BACS Payment,1800,Salary
7087162714,Thames Water,-11.19,Water
7087162714,Hitachi Personal Finance,-9.54,Debt
7087162714,MegaBus,-4.37,Transport
7087162714,Subway,-1.11,Food
7087162714,Save the Children,-4.35,Charity
7087162714,Denise Patterson,0.13,-
7087162714,Oxfam,-7.92,Charity
7087162714,MegaBus,-0.01,Transport
7087162714,Groupon,-11.19,Entertainment
7087162714,Hitachi Personal Finance,-0.01,Debt
7087162714,Oxfam,-4.06,Savings
7087162714,National Express,-2.25,Transport
7087162714,Lush,-0.01,Healthcare
7087162714,WWF,-2.42,Savings
7087162714,Lush,-4.69,Healthcare
7087162714,Alan Scott,1.7,-
7087162714,Spotify,-8.7,Entertainment
7087162714,Dorothy Perkins,-42.56,Clothing
7087162714,Hitachi Personal Finance,-4.86,Debt
7087162714,Cancer Research,-0.22,Savings
7087162714,Save the Children,-2.94,Charity
7087162714,Burtons,-15.11,Clothing
7087162714,Payment received thank you,-69.23,Credit Repayment
7087162714,McColls,-20.61,Food
7087162714,Cancer Research,-0.01,Charity
7087162714,Shelter,-11.31,Charity
7087162714,Wonga,-4.76,Debt
7087162714,Denise Patterson,11.64,-
7087162714,Payment received thank you,-66.82,Credit Repayment
7087162714,Payment received thank you,66.82,Credit Repayment
7087162714,Payment received thank you,69.23,Credit Repayment
7087162714,Sky Digital,-3.77,Entertainment
7087162714,Shelter,-0.01,Charity
7087162714,British Gas,-22.2,Gas
7087162714,Nicole Bailey,2.57,-
7087162714,Payment received thank you,29.24,Credit Repayment
7087162714,Bodyshop,-10.26,Healthcare
7087162714,Payment received thank you,-29.24,Credit Repayment
7087162714,American Express,-10.05,Debt
7087162714,Odeon Cinemas,-29.38,Entertainment
7087162714,Supercuts,-25.55,Healthcare
7087162714,Payment received thank you,-2.89,Credit Repayment
7087162714,Alan Scott,3.82,-
7087162714,Rent,-846,Housing
7087162714,Payment received thank you,2.89,Credit Repayment
7087162714,Cancer Research,-6.74,Charity
7087162714,McColls,-17.45,Food
7087162714,Odeon Cinemas,-12.7,Entertainment
7087162714,Wonga,-0.01,Debt
7087162714,Wonga,-6.48,Debt
7087162714,Payment received thank you,-284.93,Credit Repayment
7087162714,Payment received thank you,284.93,Credit Repayment
7087162714,Hitachi Personal Finance,-8.2,Debt
7087162714,Arriva Wales,-8.08,Transport
7087162714,MegaBus,-2.29,Transport
7087162714,Burtons,-39.1,Clothing
7087162714,Save the Children,-0.01,Charity
7087162714,Oxfam,-0.01,Charity
7087162714,Superdrug,-6.66,Healthcare
7087162714,River Island,-27.25,Clothing
7087162714,Brenda Ward,3.89,-
7087162714,Payment received thank you,31.77,Credit Repayment
7087162714,Thames Water,-11.19,Water
7087162714,Subway,-18.58,Food
7087162714,Odeon Cinemas,-42.25,Entertainment
7087162714,American Express,-0.01,Debt
7087162714,Lidl,-16.62,Food
7087162714,RSPCA,-3.11,Charity
7087162714,Odeon Cinemas,-17.92,Entertainment
7087162714,Spotify,-0.01,Entertainment
7087162714,Payment received thank you,-31.77,Credit Repayment
7087162714,Payment received thank you,-133.08,Credit Repayment
7087162714,Salary BACS Payment,1800,Salary
7087162714,Payment received thank you,133.08,Credit Repayment
7087162714,Payment received thank you,-84.8,Credit Repayment
7087162714,Payment received thank you,84.8,Credit Repayment
7087162714,Hitachi Personal Finance,-2.22,Debt
7087162714,Superdrug,-0.01,Healthcare
7087162714,American Express,-8.14,Debt
7087162714,RSPCA,-5.64,Charity
4123815714,Subway,-29.34,Food
4123815714,Shelter,-5.05,Savings
4123815714,Wonga,-7.33,Debt
4123815714,Barclaycard,-0.05,Debt
4123815714,Arriva Wales,-5.1,Transport
4123815714,American Express,-6.19,Debt
4123815714,Matalan,-11.52,Clothing
4123815714,Churchill Insurance,-64.37,Insurance
4123815714,Superdrug,-11.89,Healthcare
4123815714,Save the Children,-0.72,Savings
4123815714,McColls,-0.01,Food
4123815714,Odeon Cinemas,-6.55,Entertainment
4123815714,Save the Children,-2.13,Charity
4123815714,Odeon Cinemas,-4.31,Entertainment
4123815714,WWF,-2.59,Savings
4123815714,Rent,-600,Housing
4123815714,WWF,-5.29,Charity
4123815714,RSPCA,-3.83,Savings
4123815714,Alan Scott,3.97,-
4123815714,WWF,-10.12,Charity
4123815714,Cancer Research,-11.45,Savings
4123815714,MegaBus,-5.9,Transport
4123815714,Groupon,-0.01,Entertainment
4123815714,Denise Patterson,4.27,-
4123815714,Alan Scott,6.84,-
4123815714,Lori Alexander,5.21,-
4123815714,Interest,1.92,-
4123815714,Lush,-16.61,Healthcare
4123815714,Interest,8.98,-
4123815714,Denise Patterson,0.58,-
4123815714,Brenda Ward,0.26,-
4123815714,Virgin Media,-29.23,Internet
4123815714,Brenda Ward,11.51,-
4123815714,Nicole Bailey,9.6,-
4123815714,Salary BACS Payment,2000,Salary
4123815714,Cancer Research,-2.02,Savings
4123815714,Arriva Wales,-10.42,Transport
4123815714,Brenda Ward,2.21,-
4123815714,Barclaycard,-5.7,Debt
4123815714,Interest,5,-
4123815714,Bodyshop,-18.83,Healthcare
4123815714,National Express,-4.52,Transport
4123815714,MegaBus,-4.36,Transport
4123815714,Payment received thank you,-30.5,Credit Repayment
4123815714,Payment received thank you,30.5,Credit Repayment
4123815714,Groupon,-28.45,Entertainment
4123815714,Groupon,-15.67,Entertainment
4123815714,Supercuts,-14.58,Healthcare
4123815714,Primark,-0.01,Clothing
4123815714,Lidl,-8.9,Food
4123815714,McColls,-5.82,Food
4123815714,Odeon Cinemas,-23.78,Entertainment
4123815714,WWF,-10.5,Savings
4123815714,Primark,-0.01,Clothing
4123815714,Subway,-29.74,Food
4123815714,Superdrug,-0.01,Healthcare
4123815714,Save the Children,-0.72,Charity
4123815714,National Express,-11.05,Transport
4123815714,Barclaycard,-2.49,Debt
4123815714,Lush,-9.45,Healthcare
4123815714,Subway,-0.01,Food
4123815714,Sports Direct,-21.86,Clothing
4123815714,Barclaycard,-14.17,Debt
4123815714,Alan Scott,5.52,-
4123815714,Subway,-2.87,Food
4123815714,Primark,-10.03,Clothing
4123815714,Barclaycard,-12.74,Debt
4123815714,Cancer Research,-3.73,Charity
4123815714,Bodyshop,-9.28,Healthcare
4123815714,Groupon,-9.24,Entertainment
4123815714,Primark,-18.69,Clothing
4123815714,Odeon Cinemas,-13.05,Entertainment
4123815714,Shelter,-7.66,Charity
4123815714,Arriva Wales,-1.26,Transport
4123815714,American Express,-2.7,Debt
4123815714,Churchill Insurance,-64.37,Insurance
4123815714,Spotify,-0.01,Entertainment
4123815714,Sports Direct,-30.34,Clothing
4123815714,Matalan,-8.22,Clothing
4123815714,MegaBus,-4.83,Transport
4123815714,Wonga,-7.3,Debt
4123815714,Groupon,-3.39,Entertainment
4123815714,Rent,-600,Housing
4123815714,Alan Scott,4.21,-
4123815714,Nicole Bailey,4.79,-
4123815714,Lori Alexander,0.53,-
4123815714,Oxfam,-4.97,Savings
4123815714,Bodyshop,-16.44,Healthcare
4123815714,Nicole Bailey,3.97,-
4123815714,Virgin Media,-29.23,Internet
4123815714,Nicole Bailey,1.87,-
4123815714,Denise Patterson,3.47,-
4123815714,Groupon,-35.25,Entertainment
4123815714,Salary BACS Payment,2000,Salary
4123815714,Lori Alexander,9.4,-
4123815714,Shelter,-6.81,Charity
4123815714,Sports Direct,-22.42,Clothing
4123815714,Save the Children,-2.99,Charity
4123815714,Oxfam,-0.01,Charity
4123815714,Bodyshop,-11.97,Healthcare
4123815714,American Express,-0.01,Debt
4123815714,Cancer Research,-8.42,Savings
4123815714,WWF,-1.68,Charity
4123815714,Matalan,-20.3,Clothing
4123815714,Alan Scott,6.63,-
4123815714,Barclaycard,-5.65,Debt
4123815714,Shelter,-10.98,Charity
4123815714,Subway,-17.77,Food
4123815714,Bodyshop,-16.4,Healthcare
4123815714,Nicole Bailey,4.38,-
4123815714,Payment received thank you,-50.06,Credit Repayment
4123815714,Payment received thank you,50.06,Credit Repayment
4123815714,Save the Children,-0.01,Savings
4123815714,Spotify,-14.75,Entertainment
4123815714,Bodyshop,-3.31,Healthcare
4123815714,McColls,-18.57,Food
4123815714,Matalan,-7.77,Clothing
4123815714,McColls,-22.21,Food
4123815714,Payment received thank you,-3.3,Credit Repayment
4123815714,Payment received thank you,3.3,Credit Repayment
4123815714,Supercuts,-23.94,Healthcare
4123815714,Oxfam,-0.01,Savings
4123815714,Churchill Insurance,-64.37,Insurance
4123815714,Spotify,-7.6,Entertainment
4123815714,Matalan,-15.07,Clothing
4123815714,Lori Alexander,4.3,-
4123815714,Lidl,-17.34,Food
4123815714,Arriva Wales,-10.1,Transport
4123815714,Subway,-7.12,Food
4123815714,Payment received thank you,-13.27,Credit Repayment
4123815714,Payment received thank you,13.27,Credit Repayment
4123815714,Rent,-600,Housing
4123815714,Supercuts,-27.39,Healthcare
4123815714,Groupon,-18.09,Entertainment
4123815714,Sports Direct,-8.8,Clothing
4123815714,Groupon,-11.95,Entertainment
4123815714,Sports Direct,-21.36,Clothing
